Site,Date,Color,Temp_C
Wildcat,2022-02-03,White,-0.349999964
Wildcat,2022-02-04,Black,1.049999952
Wildcat,2022-02-04,White,-1.899999999
Wildcat,2022-02-05,Black,2.599999905
Wildcat,2022-02-05,White,-2.000000045
Wildcat,2022-02-06,Black,6.399999857
Wildcat,2022-02-06,White,-1.300000042
Wildcat,2022-02-07,Black,2.500000238
Wildcat,2022-02-07,White,-1.400000021
Wildcat,2022-02-08,Black,5.849999905
Wildcat,2022-02-08,White,-1.49999997
Wildcat,2022-02-09,Black,8.099999666
Wildcat,2022-02-09,White,-0.449999988
Wildcat,2022-02-10,Black,11.40000001
Wildcat,2022-02-10,White,0.849999987
Wildcat,2022-02-11,Black,9.549999803
Wildcat,2022-02-11,White,1.900000006
Wildcat,2022-02-12,Black,6.050000191
Wildcat,2022-02-12,White,0.550000001
Wildcat,2022-02-13,Black,7.649999619
Wildcat,2022-02-13,White,0.25
Wildcat,2022-02-14,Black,7.300000191
Wildcat,2022-02-14,White,0.599999975
Wildcat,2022-02-15,Black,6.250000119
Wildcat,2022-02-15,White,2.150000036
Wildcat,2022-02-16,Black,6.349999815
Wildcat,2022-02-16,White,3
Wildcat,2022-02-17,Black,9.600000381
Wildcat,2022-02-17,White,4.350000203
Wildcat,2022-02-18,Black,12.20000017
Wildcat,2022-02-18,White,4.5
Wildcat,2022-02-19,Black,12.65000039
Wildcat,2022-02-19,White,5.149999917
Wildcat,2022-02-20,Black,6.899999917
Wildcat,2022-02-20,White,4.799999893
Wildcat,2022-02-21,Black,7.849999607
Wildcat,2022-02-21,White,3.799999952
Wildcat,2022-02-22,Black,-0.449999928
Wildcat,2022-02-22,White,0.649999976
Wildcat,2022-02-23,Black,0.950000286
Wildcat,2022-02-23,White,-0.900000006
Wildcat,2022-02-24,Black,2.149999857
Wildcat,2022-02-24,White,-0.650000006
Wildcat,2022-02-25,Black,5.399999857
Wildcat,2022-02-25,White,-1.350000024
Wildcat,2022-02-26,Black,1.599999905
Wildcat,2022-02-26,White,-2.000000089
Wildcat,2022-02-27,Black,5.800000072
Wildcat,2022-02-27,White,0.25
Wildcat,2022-02-28,Black,8.250000238
Wildcat,2022-02-28,White,1.850000046
Wildcat,2022-03-01,Black,13.84999979
Wildcat,2022-03-01,White,4.600000098
Wildcat,2022-03-02,Black,14.39999998
Wildcat,2022-03-02,White,7.250000179
Wildcat,2022-03-03,Black,13.79999995
Wildcat,2022-03-03,White,7.999999762
Wildcat,2022-03-04,Black,10.89999998
Wildcat,2022-03-04,White,6.699999928
Wildcat,2022-03-05,Black,9.900000185
Wildcat,2022-03-05,White,6.049999893
Wildcat,2022-03-06,Black,7.250000179
Wildcat,2022-03-06,White,4.75
Wildcat,2022-03-07,Black,10.09999961
Wildcat,2022-03-07,White,6.449999809
Wildcat,2022-03-08,Black,7
Wildcat,2022-03-08,White,5.300000101
Wildcat,2022-03-09,Black,2.725000056
Wildcat,2022-03-09,White,2.025000003
Wildcat,2022-03-10,Black,4.725000083
Wildcat,2022-03-10,White,1.437499978
Wildcat,2022-03-11,Black,7.437500024
Wildcat,2022-03-11,White,5.137500049
Wildcat,2022-03-12,Black,9.974999711
Wildcat,2022-03-12,White,7.925000118
Wildcat,2022-03-13,Black,9.287499964
Wildcat,2022-03-13,White,8.199999988
Wildcat,2022-03-14,Black,10.47500011
Wildcat,2022-03-14,White,8.924999833
Wildcat,2022-03-15,Black,12.55000013
Wildcat,2022-03-15,White,11.13749999
Wildcat,2022-03-16,Black,10.82499999
Wildcat,2022-03-16,White,9.024999917
Wildcat,2022-03-17,Black,8.025000133
Wildcat,2022-03-17,White,6.637499899
Wildcat,2022-03-18,Black,12.69999987
Wildcat,2022-03-18,White,10.32499987
Wildcat,2022-03-19,Black,12.17499977
Wildcat,2022-03-19,White,10.36249995
Wildcat,2022-03-20,Black,7.987499967
Wildcat,2022-03-20,White,6.387499988
Wildcat,2022-03-21,Black,10.05000013
Wildcat,2022-03-21,White,8.099999934
Wildcat,2022-03-22,Black,13.86250019
Wildcat,2022-03-22,White,11.37499982
Wildcat,2022-03-23,Black,15.59999973
Wildcat,2022-03-23,White,12.86249995
Wildcat,2022-03-24,Black,17.57499981
Wildcat,2022-03-24,White,14.51249993
Wildcat,2022-03-25,Black,17.68749982
Wildcat,2022-03-25,White,14.31250006
Wildcat,2022-03-26,Black,19.51250017
Wildcat,2022-03-26,White,16.11250007
Wildcat,2022-03-27,Black,16.21249986
Wildcat,2022-03-27,White,13.32500011
Wildcat,2022-03-28,Black,16.17500007
Wildcat,2022-03-28,White,13.89999998
Wildcat,2022-03-29,Black,16.53750002
Wildcat,2022-03-29,White,14.4749999
Wildcat,2022-03-30,Black,14.97500014
Wildcat,2022-03-30,White,12.8125
Wildcat,2022-03-31,Black,12.66250026
Wildcat,2022-03-31,White,10.23749995
Wildcat,2022-04-01,Black,14.44999981
Wildcat,2022-04-01,White,11.30000016
Wildcat,2022-04-02,Black,15.34999985
Wildcat,2022-04-02,White,12.38750005
Wildcat,2022-04-03,Black,14.5875001
Wildcat,2022-04-03,White,11.63749972
Wildcat,2022-04-04,Black,15.21249974
Wildcat,2022-04-04,White,13.56249964
Wildcat,2022-04-05,Black,10.81250018
Wildcat,2022-04-05,White,8.81250006
Wildcat,2022-04-06,Black,14.47500014
Wildcat,2022-04-06,White,10.98750009
Wildcat,2022-04-07,Black,15.48750013
Wildcat,2022-04-07,White,12.2875002
Wildcat,2022-04-08,Black,16.00000006
Wildcat,2022-04-08,White,13.09999985
Wildcat,2022-04-09,Black,12.72499996
Wildcat,2022-04-09,White,10.24999997
Wildcat,2022-04-10,Black,8.712499917
Wildcat,2022-04-10,White,6.87499994
Wildcat,2022-04-11,Black,8.474999964
Wildcat,2022-04-11,White,6.9375
Wildcat,2022-04-12,Black,10.01249996
Wildcat,2022-04-12,White,7.924999803
Wildcat,2022-04-13,Black,8.437499985
Wildcat,2022-04-13,White,6.600000039
Wildcat,2022-04-14,Black,10.18750006
Wildcat,2022-04-14,White,8.412499905
Wildcat,2022-04-15,Black,12.94999987
Wildcat,2022-04-15,White,10.0500001
Wildcat,2022-04-16,Black,11.69999987
Wildcat,2022-04-16,White,9.837499976
Wildcat,2022-04-17,Black,14.73750028
Wildcat,2022-04-17,White,11.26249978
Wildcat,2022-04-18,Black,15.02499992
Wildcat,2022-04-18,White,12.37499982
Wildcat,2022-04-19,Black,16.51249993
Wildcat,2022-04-19,White,13.52500004
Wildcat,2022-04-20,Black,15.41250026
Wildcat,2022-04-20,White,12.97500002
Wildcat,2022-04-21,Black,15.26250017
Wildcat,2022-04-21,White,12.95000005
Wildcat,2022-04-22,Black,15.33749986
Wildcat,2022-04-22,White,13.11249995
Wildcat,2022-04-23,Black,15.43750018
Wildcat,2022-04-23,White,13.28750002
Wildcat,2022-04-24,Black,19.51250005
Wildcat,2022-04-24,White,15.65000004
Wildcat,2022-04-25,Black,16.02500004
Wildcat,2022-04-25,White,13.35000002
Wildcat,2022-04-26,Black,18.25000024
Wildcat,2022-04-26,White,15.7750001
Wildcat,2022-04-27,Black,18.67500007
Wildcat,2022-04-27,White,15.7125001
Wildcat,2022-04-28,Black,13.35000002
Wildcat,2022-04-28,White,11.53749996
Wildcat,2022-04-29,Black,15.90000004
Wildcat,2022-04-29,White,12.98750007
Wildcat,2022-04-30,Black,13.60000002
Wildcat,2022-04-30,White,11.23749989
Wildcat,2022-05-01,Black,16.33749974
Wildcat,2022-05-01,White,14.38750017
Wildcat,2022-05-02,Black,13.06250012
Wildcat,2022-05-02,White,11.47500008
Wildcat,2022-05-03,Black,14.58749992
Wildcat,2022-05-03,White,13.02500004
Wildcat,2022-05-04,Black,20.96249998
Wildcat,2022-05-04,White,17.55000007
Wildcat,2022-05-05,Black,20.28750014
Wildcat,2022-05-05,White,17.85000026
Wildcat,2022-05-06,Black,21.66250002
Wildcat,2022-05-06,White,18.65000021
Wildcat,2022-05-07,Black,16.29999983
Wildcat,2022-05-07,White,13.97499979
Wildcat,2022-05-08,Black,14.3750003
Wildcat,2022-05-08,White,11.97499996
Wildcat,2022-05-09,Black,13.88750005
Wildcat,2022-05-09,White,11.43749988
Wildcat,2022-05-10,Black,16.07500011
Wildcat,2022-05-10,White,12.98749992
Wildcat,2022-05-11,Black,18.07499993
Wildcat,2022-05-11,White,15.26250023
Wildcat,2022-05-12,Black,18.86249995
Wildcat,2022-05-12,White,15.7125001
Wildcat,2022-05-13,Black,21.86249995
Wildcat,2022-05-13,White,18.38749993
Wildcat,2022-05-14,Black,21.75
Wildcat,2022-05-14,White,18.76250017
Wildcat,2022-05-15,Black,23.98750007
Wildcat,2022-05-15,White,20.61250019
Wildcat,2022-05-16,Black,26.31249976
Wildcat,2022-05-16,White,23.81250012
Wildcat,2022-05-17,Black,26.62500048
Wildcat,2022-05-17,White,23.40000033
Wildcat,2022-05-18,Black,23.85000014
Wildcat,2022-05-18,White,21.10000002
Wildcat,2022-05-19,Black,17.97500026
Wildcat,2022-05-19,White,15.83749986
Wildcat,2022-05-20,Black,22.55000019
Wildcat,2022-05-20,White,19.23749971
Wildcat,2022-05-21,Black,22.59999979
Wildcat,2022-05-21,White,19.36249959
Wildcat,2022-05-22,Black,24.84999943
Wildcat,2022-05-22,White,21.32499945
Wildcat,2022-05-23,Black,25.37500024
Wildcat,2022-05-23,White,21.82499993
Wildcat,2022-05-24,Black,26.9124999
Wildcat,2022-05-24,White,23.47500062
Wildcat,2022-05-25,Black,30.36249983
Wildcat,2022-05-25,White,26.42499983
Wildcat,2022-05-26,Black,31.6624999
Wildcat,2022-05-26,White,28.01249981
Wildcat,2022-05-27,Black,27.79999995
Wildcat,2022-05-27,White,25.11249995
Wildcat,2022-05-28,Black,23.62500012
Wildcat,2022-05-28,White,21.02499998
Wildcat,2022-05-29,Black,13.38750005
Wildcat,2022-05-29,White,12.48749995
Wildcat,2022-05-30,Black,13.05000007
Wildcat,2022-05-30,White,11.91250002
Wildcat,2022-05-31,Black,21.14999986
Wildcat,2022-05-31,White,18.3375001
Wildcat,2022-06-01,Black,24.31250024
Wildcat,2022-06-01,White,20.96249998
Wildcat,2022-06-02,Black,24.5
Wildcat,2022-06-02,White,21.79999983
Wildcat,2022-06-03,Black,26.44999957
Wildcat,2022-06-03,White,23.77499986
Wildcat,2022-06-04,Black,22.23749995
Wildcat,2022-06-04,White,19.98749995
Wildcat,2022-06-05,Black,23.0250001
Wildcat,2022-06-05,White,20.83750021
Wildcat,2022-06-06,Black,24.68750024
Wildcat,2022-06-06,White,22.53749967
Wildcat,2022-06-07,Black,26.42499983
Wildcat,2022-06-07,White,23.11249995
Wildcat,2022-06-08,Black,24.64999986
Wildcat,2022-06-08,White,21.6624999
Wildcat,2022-06-09,Black,28.33749986
Wildcat,2022-06-09,White,24.96250081
Wildcat,2022-06-10,Black,33.18750024
Wildcat,2022-06-10,White,29.37499976
Wildcat,2022-06-11,Black,31.17499995
Wildcat,2022-06-11,White,28.54999971
Wildcat,2022-06-12,Black,19.98749995
Wildcat,2022-06-12,White,18.61250031
Wildcat,2022-06-13,Black,16.86249995
Wildcat,2022-06-13,White,15.83749974
Wildcat,2022-06-14,Black,18.20000029
Wildcat,2022-06-14,White,16.42499971
Wildcat,2022-06-15,Black,23.25000048
Wildcat,2022-06-15,White,19.63750017
Wildcat,2022-06-16,Black,27.51250029
Wildcat,2022-06-16,White,24.88750029
Wildcat,2022-06-17,Black,25.52499986
Wildcat,2022-06-17,White,23.20000005
Wildcat,2022-06-18,Black,27.50000024
Wildcat,2022-06-18,White,24.38750017
Wildcat,2022-06-19,Black,23.875
Wildcat,2022-06-19,White,21.375
Wildcat,2022-06-20,Black,27.61250007
Wildcat,2022-06-20,White,24.21249998
Wildcat,2022-06-21,Black,29.875
Wildcat,2022-06-21,White,25.68750024
Wildcat,2022-06-22,Black,32.16250014
Wildcat,2022-06-22,White,27.7750001
Wildcat,2022-06-23,Black,33.36250019
Wildcat,2022-06-23,White,29.54999995
Wildcat,2022-06-24,Black,31.79999995
Wildcat,2022-06-24,White,28.32499981
Wildcat,2022-06-25,Black,32.31250048
Wildcat,2022-06-25,White,28.0999999
Wildcat,2022-06-26,Black,33.7874999
Wildcat,2022-06-26,White,29.34999943
Wildcat,2022-06-27,Black,36.2750001
Wildcat,2022-06-27,White,31.71249986
Wildcat,2022-06-28,Black,37.8499999
Wildcat,2022-06-28,White,34.0999999
Wildcat,2022-06-29,Black,34.31250048
Wildcat,2022-06-29,White,30.73749971
Wildcat,2022-06-30,Black,35.4124999
Wildcat,2022-06-30,White,31.1875
Wildcat,2022-07-01,Black,36.1875
Wildcat,2022-07-01,White,32.5625
Wildcat,2022-07-02,Black,35.52500033
Wildcat,2022-07-02,White,31.70000052
Wildcat,2022-07-03,Black,34.69999981
Wildcat,2022-07-03,White,31.62500024
Wildcat,2022-07-04,Black,34.19999957
Wildcat,2022-07-04,White,30.75
Wildcat,2022-07-05,Black,35.375
Wildcat,2022-07-05,White,31.80000043
Wildcat,2022-07-06,Black,37.09999943
Wildcat,2022-07-06,White,33.62499976
Wildcat,2022-07-07,Black,37.28750014
Wildcat,2022-07-07,White,33.77500033
Wildcat,2022-07-08,Black,37.44999981
Wildcat,2022-07-08,White,33.97499967
Wildcat,2022-07-09,Black,37.38750005
Wildcat,2022-07-09,White,34.07499933
Wildcat,2022-07-10,Black,36.13750029
Wildcat,2022-07-10,White,33.0250001
Wildcat,2022-07-11,Black,36.625
Wildcat,2022-07-11,White,33.10000014
Wildcat,2022-07-12,Black,38.96250033
Wildcat,2022-07-12,White,34.57500029
Wildcat,2022-07-13,Black,39.54999995
Wildcat,2022-07-13,White,35.56249928
Wildcat,2022-07-14,Black,39.7874999
Wildcat,2022-07-14,White,36.02499986
Wildcat,2022-07-15,Black,40.67499995
Wildcat,2022-07-15,White,36.33749938
Wildcat,2022-07-16,Black,40.18749976
Wildcat,2022-07-16,White,36.07500005
Wildcat,2022-07-17,Black,38.72500038
Wildcat,2022-07-17,White,34.09999943
Wildcat,2022-07-18,Black,37.3499999
Wildcat,2022-07-18,White,33.87500024
Wildcat,2022-07-19,Black,38.1500001
Wildcat,2022-07-19,White,33.78749943
Wildcat,2022-07-20,Black,40.0625
Wildcat,2022-07-20,White,35.87500024
Wildcat,2022-07-21,Black,39.92499995
Wildcat,2022-07-21,White,36.14999962
Wildcat,2022-07-22,Black,39.76250005
Wildcat,2022-07-22,White,36.08749962
Wildcat,2022-07-23,Black,39.05000019
Wildcat,2022-07-23,White,35.0875001
Wildcat,2022-07-24,Black,37.80000019
Wildcat,2022-07-24,White,34.4375
Wildcat,2022-07-25,Black,39.41250014
Wildcat,2022-07-25,White,35.64999986
Wildcat,2022-07-26,Black,40.31250024
Wildcat,2022-07-26,White,36.7750001
Wildcat,2022-07-27,Black,41.5999999
Wildcat,2022-07-27,White,38.0625
Wildcat,2022-07-28,Black,42.11250019
Wildcat,2022-07-28,White,38.73750019
Wildcat,2022-07-29,Black,41.9625001
Wildcat,2022-07-29,White,38.66250014
Wildcat,2022-07-30,Black,41.89999986
Wildcat,2022-07-30,White,38
Wildcat,2022-07-31,Black,40.4000001
Wildcat,2022-07-31,White,36.64999986
Wildcat,2022-08-01,Black,40.62499976
Wildcat,2022-08-01,White,37.625
Wildcat,2022-08-02,Black,35.22500038
Wildcat,2022-08-02,White,33.28749943
Wildcat,2022-08-03,Black,38.99999976
Wildcat,2022-08-03,White,35.10000014
Wildcat,2022-08-04,Black,40.54999971
Wildcat,2022-08-04,White,36.40000033
Wildcat,2022-08-05,Black,38.26250005
Wildcat,2022-08-05,White,33.98749971
Wildcat,2022-08-06,Black,37.61249995
Wildcat,2022-08-06,White,34.30000019
Wildcat,2022-08-07,Black,37.89999986
Wildcat,2022-08-07,White,33.72500014
Wildcat,2022-08-08,Black,37.625
Wildcat,2022-08-08,White,33.2874999
Wildcat,2022-08-09,Black,38.71249986
Wildcat,2022-08-09,White,35.72500014
Wildcat,2022-08-10,Black,36.14999962
Wildcat,2022-08-10,White,32.45000029
Wildcat,2022-08-11,Black,35.92500043
Wildcat,2022-08-11,White,32.94999957
Wildcat,2022-08-12,Black,33.66250038
Wildcat,2022-08-12,White,30.88750029
Wildcat,2022-08-13,Black,34.86249971
Wildcat,2022-08-13,White,31.7249999
Wildcat,2022-08-14,Black,34.88750005
Wildcat,2022-08-14,White,31.64999938
Wildcat,2022-08-15,Black,36.14999986
Wildcat,2022-08-15,White,32.66250014
Wildcat,2022-08-16,Black,37.32499957
Wildcat,2022-08-16,White,33.73750043
Wildcat,2022-08-17,Black,38.08749986
Wildcat,2022-08-17,White,34.55000019
Wildcat,2022-08-18,Black,35.94999981
Wildcat,2022-08-18,White,33.1624999
Wildcat,2022-08-19,Black,36.98749971
Wildcat,2022-08-19,White,34.39999986
Wildcat,2022-08-20,Black,36.60000014
Wildcat,2022-08-20,White,33.31249928
Wildcat,2022-08-21,Black,37.88750005
Wildcat,2022-08-21,White,34.42500019
Wildcat,2022-08-22,Black,37.33750033
Wildcat,2022-08-22,White,33.6624999
Wildcat,2022-08-23,Black,36.82500052
Wildcat,2022-08-23,White,33.4000001
Wildcat,2022-08-24,Black,36.26250005
Wildcat,2022-08-24,White,33.01249981
Wildcat,2022-08-25,Black,36.73749995
Wildcat,2022-08-25,White,33.48749971
Wildcat,2022-08-26,Black,36.54999971
Wildcat,2022-08-26,White,33.20000005
Wildcat,2022-08-27,Black,33.88750005
Wildcat,2022-08-27,White,30.83749962
Wildcat,2022-08-28,Black,31.82500029
Wildcat,2022-08-28,White,28.55000043
Wildcat,2022-08-29,Black,33.7750001
Wildcat,2022-08-29,White,30.27499986
Wildcat,2022-08-30,Black,34.21249962
Wildcat,2022-08-30,White,30.5374999
Wildcat,2022-08-31,Black,35.61249971
Wildcat,2022-08-31,White,32.1624999
Wildcat,NA,Black,0.399999995
Wildcat,NA,White,0.500000007
Cheyenne,2021-10-15,Black,8.649999857
Cheyenne,2021-10-15,White,6.399999857
Cheyenne,2021-10-16,Black,12.65000021
Cheyenne,2021-10-16,White,NA
Cheyenne,2021-10-17,Black,14.25
Cheyenne,2021-10-17,White,NA
Cheyenne,2021-10-18,Black,16.00000048
Cheyenne,2021-10-18,White,12.69999981
Cheyenne,2021-10-19,Black,7.950000048
Cheyenne,2021-10-19,White,NA
Cheyenne,2021-10-20,Black,9.149999976
Cheyenne,2021-10-20,White,7.649999857
Cheyenne,2021-10-21,Black,9.799999595
Cheyenne,2021-10-21,White,7.950000048
Cheyenne,2021-10-22,Black,12.29999971
Cheyenne,2021-10-22,White,9.75
Cheyenne,2021-10-23,Black,9.650000095
Cheyenne,2021-10-23,White,7.949999809
Cheyenne,2021-10-24,Black,10.35000014
Cheyenne,2021-10-24,White,8.550000191
Cheyenne,2021-10-25,Black,10.70000005
Cheyenne,2021-10-25,White,8.400000215
Cheyenne,2021-10-26,Black,9.75
Cheyenne,2021-10-26,White,8.300000191
Cheyenne,2021-10-27,Black,7.050000072
Cheyenne,2021-10-27,White,5.999999881
Cheyenne,2021-10-28,Black,8.150000095
Cheyenne,2021-10-28,White,6.950000048
Cheyenne,2021-10-29,Black,11.49999952
Cheyenne,2021-10-29,White,9.350000143
Cheyenne,2021-10-30,Black,10.85000014
Cheyenne,2021-10-30,White,8.800000191
Cheyenne,2021-10-31,Black,6.299999952
Cheyenne,2021-10-31,White,5.499999881
Cheyenne,2021-11-01,Black,3.299999952
Cheyenne,2021-11-01,White,3.200000048
Cheyenne,2021-11-02,Black,5.249999881
Cheyenne,2021-11-02,White,4.550000072
Cheyenne,2021-11-03,Black,7.500000179
Cheyenne,2021-11-03,White,5.749999881
Cheyenne,2021-11-04,Black,9.050000072
Cheyenne,2021-11-04,White,6.800000072
Cheyenne,2021-11-05,Black,9.75
Cheyenne,2021-11-05,White,7.799999952
Cheyenne,2021-11-06,Black,9.950000167
Cheyenne,2021-11-06,White,7.700000048
Cheyenne,2021-11-07,Black,10.3499999
Cheyenne,2021-11-07,White,8.299999952
Cheyenne,2021-11-08,Black,8.700000048
Cheyenne,2021-11-08,White,6.300000072
Cheyenne,2021-11-09,Black,7.049999952
Cheyenne,2021-11-09,White,5.049999833
Cheyenne,2021-11-10,Black,6.749999881
Cheyenne,2021-11-10,White,5.499999881
Cheyenne,2021-11-11,Black,4.550000072
Cheyenne,2021-11-11,White,3.449999988
Cheyenne,2021-11-12,Black,4.900000215
Cheyenne,2021-11-12,White,3.850000083
Cheyenne,2021-11-13,Black,7.949999809
Cheyenne,2021-11-13,White,6.800000191
Cheyenne,2021-11-14,Black,6.949999928
Cheyenne,2021-11-14,White,6.050000191
Cheyenne,2021-11-15,Black,10.4000001
Cheyenne,2021-11-15,White,9.050000191
Cheyenne,2021-11-16,Black,8.400000095
Cheyenne,2021-11-16,White,7.600000143
Cheyenne,2021-11-17,Black,3.550000049
Cheyenne,2021-11-17,White,2.350000054
Cheyenne,2021-11-18,Black,1.199999928
Cheyenne,2021-11-18,White,NA
Cheyenne,2021-11-19,Black,6.100000203
Cheyenne,2021-11-19,White,4.550000012
Cheyenne,2021-11-20,Black,4.00000006
Cheyenne,2021-11-20,White,2.899999917
Cheyenne,2021-11-21,Black,4.50000019
Cheyenne,2021-11-21,White,2.800000042
Cheyenne,2021-11-22,Black,5.999999911
Cheyenne,2021-11-22,White,4.599999905
Cheyenne,2021-11-23,Black,5.599999905
Cheyenne,2021-11-23,White,4.250000194
Cheyenne,2021-11-24,Black,3.050000094
Cheyenne,2021-11-24,White,NA
Cheyenne,2021-11-25,Black,2.149999976
Cheyenne,2021-11-25,White,NA
Cheyenne,2021-11-26,Black,6.350000143
Cheyenne,2021-11-26,White,5.299999952
Cheyenne,2021-11-27,Black,4.800000072
Cheyenne,2021-11-27,White,3.399999917
Cheyenne,2021-11-28,Black,4.550000001
Cheyenne,2021-11-28,White,3.649999946
Cheyenne,2021-11-29,Black,8.650000095
Cheyenne,2021-11-29,White,7.449999809
Cheyenne,2021-11-30,Black,5.949999809
Cheyenne,2021-11-30,White,4.75
Cheyenne,2021-12-01,Black,8.399999857
Cheyenne,2021-12-01,White,7.299999714
Cheyenne,2021-12-02,Black,10.10000014
Cheyenne,2021-12-02,White,8.849999905
Cheyenne,2021-12-03,Black,6.600000024
Cheyenne,2021-12-03,White,5.050000191
Cheyenne,2021-12-04,Black,6.250000179
Cheyenne,2021-12-04,White,4.949999899
Cheyenne,2021-12-05,Black,4.499999903
Cheyenne,2021-12-05,White,3.750000045
Cheyenne,2021-12-06,Black,0.050000072
Cheyenne,2021-12-06,White,NA
Cheyenne,2021-12-07,Black,3.149999902
Cheyenne,2021-12-07,White,2.449999951
Cheyenne,2021-12-08,Black,2.649999902
Cheyenne,2021-12-08,White,2.149999946
Cheyenne,2021-12-09,Black,3.100000024
Cheyenne,2021-12-09,White,2.5
Cheyenne,2021-12-10,Black,0.299999952
Cheyenne,2021-12-10,White,0
Cheyenne,2021-12-11,Black,-1.449999951
Cheyenne,2021-12-11,White,-1.450000048
Cheyenne,2021-12-12,Black,2.500000089
Cheyenne,2021-12-12,White,0.949999988
Cheyenne,2021-12-13,Black,2.649999917
Cheyenne,2021-12-13,White,1.200000048
Cheyenne,2021-12-14,Black,2.399999946
Cheyenne,2021-12-14,White,0.950000048
Cheyenne,2021-12-15,Black,0.400000036
Cheyenne,2021-12-15,White,-0.5
Cheyenne,2021-12-16,Black,-0.649999976
Cheyenne,2021-12-16,White,NA
Cheyenne,2021-12-17,Black,-1.5
Cheyenne,2021-12-17,White,NA
Cheyenne,2021-12-18,Black,-2.099999964
Cheyenne,2021-12-18,White,NA
Cheyenne,2021-12-19,Black,-0.050000012
Cheyenne,2021-12-19,White,NA
Cheyenne,2021-12-20,Black,2.249999911
Cheyenne,2021-12-20,White,0.899999946
Cheyenne,2021-12-21,Black,3.249999952
Cheyenne,2021-12-21,White,1.899999946
Cheyenne,2021-12-22,Black,3.700000107
Cheyenne,2021-12-22,White,2.449999999
Cheyenne,2021-12-23,Black,4.399999976
Cheyenne,2021-12-23,White,3.450000107
Cheyenne,2021-12-24,Black,1.949999988
Cheyenne,2021-12-24,White,1.400000036
Cheyenne,2021-12-25,Black,0.350000024
Cheyenne,2021-12-25,White,-0.100000024
Cheyenne,2021-12-26,Black,0.100000024
Cheyenne,2021-12-26,White,0.099999994
Cheyenne,2021-12-27,Black,-0.75
Cheyenne,2021-12-27,White,-0.449999973
Cheyenne,2021-12-28,Black,-1.550000042
Cheyenne,2021-12-28,White,-1.300000023
Cheyenne,2021-12-29,Black,-2.150000047
Cheyenne,2021-12-29,White,-1.999999978
Cheyenne,2021-12-30,Black,-2.75
Cheyenne,2021-12-30,White,-2.749999911
Cheyenne,2021-12-31,Black,-2.100000001
Cheyenne,2021-12-31,White,-2.200000018
Cheyenne,2022-01-01,Black,-2.450000107
Cheyenne,2022-01-01,White,-2.649999976
Cheyenne,2022-01-02,Black,-2.350000098
Cheyenne,2022-01-02,White,-2.400000006
Cheyenne,2022-01-03,Black,-1.5
Cheyenne,2022-01-03,White,-1.449999977
Cheyenne,2022-01-04,Black,-1.149999976
Cheyenne,2022-01-04,White,-1.699999977
Cheyenne,2022-01-05,Black,-2.850000083
Cheyenne,2022-01-05,White,-3.649999976
Cheyenne,2022-01-06,Black,-2.499999955
Cheyenne,2022-01-06,White,-3.099999964
Cheyenne,2022-01-07,Black,0.50000006
Cheyenne,2022-01-07,White,-0.899999976
Cheyenne,2022-01-08,Black,-0.149999976
Cheyenne,2022-01-08,White,-2.099999905
Cheyenne,2022-01-09,Black,-2.75
Cheyenne,2022-01-09,White,-3.599999994
Cheyenne,2022-01-10,Black,-1.099999905
Cheyenne,2022-01-10,White,-2.24999994
Cheyenne,2022-01-11,Black,-0.449999988
Cheyenne,2022-01-11,White,-1.850000024
Cheyenne,2022-01-12,Black,0.549999952
Cheyenne,2022-01-12,White,-1.199999988
Cheyenne,2022-01-13,Black,2.850000024
Cheyenne,2022-01-13,White,1.049999952
Cheyenne,2022-01-14,Black,0
Cheyenne,2022-01-14,White,-0.849999949
Cheyenne,2022-01-15,Black,-1.200000048
Cheyenne,2022-01-15,White,-2.249999911
Cheyenne,2022-01-16,Black,1.49999994
Cheyenne,2022-01-16,White,-0.599999994
Cheyenne,2022-01-17,Black,0.950000048
Cheyenne,2022-01-17,White,-1
Cheyenne,2022-01-18,Black,2.449999999
Cheyenne,2022-01-18,White,0.899999946
Cheyenne,2022-01-19,Black,-0.5
Cheyenne,2022-01-19,White,-1.000000045
Cheyenne,2022-01-20,Black,-1.25
Cheyenne,2022-01-20,White,-1.649999976
Cheyenne,2022-01-21,Black,-0.400000021
Cheyenne,2022-01-21,White,-1.550000023
Cheyenne,2022-01-22,Black,-1.49999994
Cheyenne,2022-01-22,White,-2.950000048
Cheyenne,2022-01-23,Black,0.399999976
Cheyenne,2022-01-23,White,-1.49999994
Cheyenne,2022-01-24,Black,0.099999964
Cheyenne,2022-01-24,White,-1.700000018
Cheyenne,2022-01-25,Black,-1.099999949
Cheyenne,2022-01-25,White,-1.350000054
Cheyenne,2022-01-26,Black,-3.200000107
Cheyenne,2022-01-26,White,-2.699999899
Cheyenne,2022-01-27,Black,-2.399999905
Cheyenne,2022-01-27,White,-3.449999899
Cheyenne,2022-01-28,Black,-2.149999976
Cheyenne,2022-01-28,White,-3.550000101
Cheyenne,2022-01-29,Black,-0.450000048
Cheyenne,2022-01-29,White,-2.050000101
Cheyenne,2022-01-30,Black,1.049999952
Cheyenne,2022-01-30,White,-1.600000024
Cheyenne,2022-01-31,Black,1.149999976
Cheyenne,2022-01-31,White,-0.75
Cheyenne,2022-02-01,Black,-0.74999997
Cheyenne,2022-02-01,White,-1.600000046
Cheyenne,2022-02-02,Black,-0.699999977
